timestamp	groupanalysis_type	analysis	cluster_no	voxels	peak_x_mm	peak_y_mm	peak_z_mm	peak_z	roi_labels
2025-12-14T22:53:05Z	HC	REC_FOILCR_LURECR	2	1	65.000000	118.000000	47.000000	1.712903	HEAD_DGCA23_R
2025-12-14T22:53:19Z	HC	REC_FOILCR_LURECR	3	1	124.000000	96.000000	62.000000	1.654135	CA1_L
2025-12-14T22:53:33Z	HC	REC_FOILCR_LURECR	4	1	117.000000	91.000000	62.000000	1.705243	SUB_L
2025-12-14T22:53:48Z	HC	REC_FOILCR_LURECR	5	1	122.000000	112.000000	50.000000	1.736208	HEAD_CA1_L
2025-12-14T22:54:02Z	HC	REC_FOILCR_LURECR	6	1	60.000000	105.000000	52.000000	1.935272	HEAD_CA1_R
2025-12-14T22:54:16Z	HC	REC_FOILCR_LURECR	7	1	108.000000	101.000000	54.000000	1.842251	HEAD_SUB_L
2025-12-14T22:54:31Z	HC	REC_FOILCR_LURECR	8	1	59.000000	91.000000	70.000000	1.734378	TAIL_CA1_R
2025-12-14T22:54:45Z	HC	REC_FOILCR_LURECR	9	1	118.000000	109.000000	55.000000	1.676941	HEAD_DGCA23_L
2025-12-14T22:55:00Z	HC	REC_FOILCR_LURECR	10	2	68.000000	116.000000	47.000000	1.748350	HEAD_DGCA23_R
2025-12-14T22:55:15Z	HC	REC_FOILCR_LURECR	11	3	60.000000	112.000000	55.000000	1.809233	HEAD_DGCA23_R
2025-12-14T22:55:29Z	HC	REC_FOILCR_LURECR	12	3	68.000000	109.000000	56.000000	1.947263	HEAD_DGCA23_R
2025-12-14T22:55:43Z	HC	REC_FOILCR_LURECR	13	3	55.000000	104.000000	60.000000	1.939465	CA1_R
2025-12-14T22:55:57Z	HC	REC_FOILCR_LURECR	14	3	119.000000	90.000000	67.000000	1.983108	DGCA23_L
2025-12-14T22:56:11Z	HC	REC_FOILCR_LURECR	15	5	56.000000	111.000000	56.000000	1.926867	HEAD_CA1_R;HEAD_DGCA23_R
2025-12-14T22:56:26Z	HC	REC_FOILCR_LURECR	16	6	112.000000	113.000000	54.000000	2.186030	HEAD_DGCA23_L
2025-12-14T22:56:41Z	HC	REC_FOILCR_LURECR	17	10	114.000000	90.000000	69.000000	2.256973	DGCA23_L
2025-12-14T22:56:56Z	HC	REC_FOILCR_LURECR	18	11	110.000000	112.000000	51.000000	2.227111	HEAD_DGCA23_L
2025-12-14T22:57:11Z	HC	REC_FOILCR_LURECR	19	14	123.000000	103.000000	60.000000	2.380609	CA1_L;DGCA23_L;HEAD_CA1_L;HEAD_DGCA23_L
2025-12-14T22:57:27Z	HC	REC_FOILCR_LURECR	20	16	117.000000	100.000000	60.000000	2.326498	DGCA23_L
2025-12-14T22:57:41Z	HC	REC_FOILCR_LURECR	21	16	118.000000	116.000000	51.000000	2.280279	HEAD_CA1_L;HEAD_DGCA23_L
2025-12-14T22:57:56Z	HC	REC_FOILCR_LURECR	22	20	119.000000	93.000000	63.000000	2.792184	CA1_L;DGCA23_L;SUB_L
2025-12-14T22:58:11Z	HC	REC_FOILCR_LURECR	23	25	121.000000	105.000000	56.000000	2.880594	HEAD_CA1_L;HEAD_DGCA23_L
2025-12-14T22:58:26Z	HC	REC_FOILCR_LURECR	24	30	58.000000	113.000000	51.000000	2.460879	HEAD_CA1_R;HEAD_DGCA23_R
2025-12-14T22:58:41Z	HC	REC_FOILCR_LURECR	25	38	117.000000	113.000000	46.000000	2.338231	HEAD_DGCA23_L;HEAD_SUB_L
2025-12-14T22:58:56Z	HC	REC_FOILCR_LURECR	26	85	113.000000	108.000000	55.000000	3.370090	HEAD_CA1_L;HEAD_DGCA23_L;HEAD_SUB_L
2025-12-14T22:59:11Z	HC	REC_FOILCR_LURECR	27	112	62.000000	114.000000	45.000000	2.871860	HEAD_DGCA23_R;HEAD_SUB_R
2025-12-14T22:59:26Z	HC	REC_FOILCR_LURECR	28	127	63.000000	98.000000	62.000000	2.691866	CA1_R;DGCA23_R;HEAD_CA1_R;HEAD_DGCA23_R;SUB_R
2025-12-14T22:59:43Z	HC	REC_LURE_MD_FAvCR	1	1	124.000000	95.000000	63.000000	1.773726	CA1_L
2025-12-14T22:59:57Z	HC	REC_LURE_MD_FAvCR	2	1	117.000000	93.000000	61.000000	1.683407	SUB_L
2025-12-14T23:00:12Z	HC	REC_LURE_MD_FAvCR	3	1	55.000000	104.000000	60.000000	1.826249	CA1_R
2025-12-14T23:00:27Z	HC	REC_LURE_MD_FAvCR	4	1	108.000000	101.000000	54.000000	1.897856	HEAD_SUB_L
2025-12-14T23:00:41Z	HC	REC_LURE_MD_FAvCR	5	1	60.000000	114.000000	46.000000	1.651489	HEAD_SUB_R
2025-12-14T23:00:56Z	HC	REC_LURE_MD_FAvCR	6	2	71.000000	95.000000	65.000000	1.732914	SUB_R
2025-12-14T23:01:13Z	HC	REC_LURE_MD_FAvCR	7	3	119.000000	97.000000	60.000000	1.786671	DGCA23_L;SUB_L
2025-12-14T23:01:30Z	HC	REC_LURE_MD_FAvCR	8	3	114.000000	106.000000	50.000000	1.783778	HEAD_SUB_L
2025-12-14T23:01:46Z	HC	REC_LURE_MD_FAvCR	9	5	114.000000	112.000000	45.000000	1.999383	HEAD_SUB_L
2025-12-14T23:02:02Z	HC	REC_LURE_MD_FAvCR	10	6	111.000000	115.000000	45.000000	2.426104	HEAD_SUB_L
2025-12-14T23:02:19Z	HC	REC_LURE_MD_FAvCR	11	7	115.000000	87.000000	68.000000	2.211364	SUB_L;TAIL_CA1_L
2025-12-14T23:02:38Z	HC	RECRESP_FTEST_FOILCR_LURECR	1	1	119.000000	93.000000	63.000000	1.856362	DGCA23_L
2025-12-14T23:02:54Z	HC	RECRESP_FTEST_FOILCR_LURECR	2	1	63.000000	98.000000	62.000000	1.731848	DGCA23_R
2025-12-14T23:03:10Z	HC	RECRESP_FTEST_FOILCR_LURECR	3	2	121.000000	105.000000	56.000000	1.875225	HEAD_DGCA23_L
2025-12-14T23:03:27Z	HC	RECRESP_FTEST_FOILCR_LURECR	4	6	63.000000	114.000000	45.000000	1.983208	HEAD_SUB_R
2025-12-14T23:03:47Z	HC	RECRESP_FTEST_FOILCR_LURECR	5	12	113.000000	108.000000	55.000000	2.388320	HEAD_DGCA23_L
2025-12-14T23:04:10Z	HC	REC_LURE_MD_CRvFA	1	1	56.000000	107.000000	54.000000	1.651317	HEAD_CA1_R
2025-12-14T23:04:30Z	HC	REC_LURE_MD_CRvFA	2	1	110.000000	115.000000	48.000000	1.743311	HEAD_DGCA23_L
2025-12-14T23:04:58Z	HC	REC_LURE_MD_CRvFA	3	1	70.000000	116.000000	49.000000	1.998560	HEAD_DGCA23_R
2025-12-14T23:05:21Z	HC	REC_LURE_MD_CRvFA	4	1	110.000000	117.000000	49.000000	1.697269	HEAD_DGCA23_L
2025-12-14T23:05:43Z	HC	REC_LURE_MD_CRvFA	5	1	118.000000	117.000000	49.000000	1.780020	HEAD_CA1_L
2025-12-14T23:06:02Z	HC	REC_LURE_MD_CRvFA	6	1	124.000000	108.000000	53.000000	1.867592	HEAD_CA1_L
2025-12-14T23:06:23Z	HC	REC_LURE_MD_CRvFA	7	1	56.000000	98.000000	58.000000	1.816435	CA1_R
2025-12-14T23:06:39Z	HC	REC_LURE_MD_CRvFA	8	1	62.000000	96.000000	60.000000	1.826661	SUB_R
2025-12-14T23:06:54Z	HC	REC_LURE_MD_CRvFA	9	2	118.000000	88.000000	70.000000	2.056873	TAIL_CA1_L;TAIL_DGCA23_L
2025-12-14T23:07:09Z	HC	REC_LURE_MD_CRvFA	10	2	67.000000	110.000000	50.000000	2.006105	HEAD_SUB_R
2025-12-14T23:07:24Z	HC	REC_LURE_MD_CRvFA	11	2	59.000000	102.000000	60.000000	1.897711	DGCA23_R
2025-12-14T23:07:38Z	HC	REC_LURE_MD_CRvFA	12	4	110.000000	115.000000	51.000000	1.800970	HEAD_DGCA23_L
2025-12-14T23:07:53Z	HC	REC_LURE_MD_CRvFA	13	5	58.000000	96.000000	60.000000	2.007304	CA1_R;SUB_R
2025-12-14T23:08:07Z	HC	REC_LURE_MD_CRvFA	14	7	56.000000	102.000000	58.000000	2.006069	CA1_R;DGCA23_R
2025-12-14T23:08:21Z	HC	REC_LURE_MD_CRvFA	15	9	115.000000	109.000000	53.000000	2.022624	HEAD_DGCA23_L
2025-12-14T23:08:36Z	HC	REC_LURE_MD_CRvFA	16	9	116.000000	94.000000	65.000000	2.546160	DGCA23_L
2025-12-14T23:08:51Z	HC	REC_LURE_MD_CRvFA	17	11	64.000000	88.000000	72.000000	2.345778	TAIL_CA1_R;TAIL_DGCA23_R
2025-12-14T23:09:07Z	HC	REC_LURE_MD_CRvFA	18	17	119.000000	109.000000	57.000000	2.319961	HEAD_DGCA23_L
2025-12-14T23:09:22Z	HC	REC_LURE_MD_CRvFA	19	54	60.000000	109.000000	53.000000	2.477441	HEAD_CA1_R;HEAD_DGCA23_R;HEAD_SUB_R
2025-12-14T23:09:39Z	HC	ENC_ERP_ALLRS	1	1	59.000000	105.000000	58.000000	1.677817	HEAD_DGCA23_R
2025-12-14T23:09:54Z	HC	ENC_ERP_ALLRS	2	1	108.000000	99.000000	58.000000	1.677309	SUB_L
2025-12-14T23:10:09Z	HC	ENC_ERP_ALLRS	3	1	120.000000	105.000000	51.000000	1.746380	HEAD_CA1_L
2025-12-14T23:10:24Z	HC	ENC_ERP_ALLRS	4	1	56.000000	111.000000	50.000000	1.646908	HEAD_CA1_R
2025-12-14T23:10:38Z	HC	ENC_ERP_ALLRS	5	1	114.000000	107.000000	49.000000	2.113355	HEAD_SUB_L
2025-12-14T23:10:52Z	HC	ENC_ERP_ALLRS	6	3	125.000000	102.000000	60.000000	2.003145	CA1_L
2025-12-14T23:11:07Z	HC	ENC_ERP_ALLRS	7	7	108.000000	92.000000	68.000000	2.159346	SUB_L
2025-12-14T23:11:22Z	HC	ENC_ERP_ALLRS	8	7	56.000000	109.000000	57.000000	1.988940	HEAD_CA1_R;HEAD_DGCA23_R
2025-12-14T23:11:37Z	HC	ENC_ERP_ALLRS	9	7	60.000000	113.000000	56.000000	1.986810	HEAD_DGCA23_R
2025-12-14T23:11:52Z	HC	ENC_ERP_ALLRS	10	8	113.000000	116.000000	44.000000	2.121078	HEAD_DGCA23_L;HEAD_SUB_L
2025-12-14T23:12:07Z	HC	ENC_ERP_ALLRS	11	11	110.000000	94.000000	65.000000	2.517312	SUB_L
2025-12-14T23:12:22Z	HC	ENC_ERP_ALLRS	12	12	116.000000	97.000000	63.000000	2.502551	DGCA23_L
2025-12-14T23:12:36Z	HC	ENC_ERP_ALLRS	13	19	119.000000	114.000000	53.000000	2.147212	HEAD_CA1_L;HEAD_DGCA23_L
2025-12-14T23:12:51Z	HC	ENC_ERP_ALLRS	14	172	111.000000	110.000000	53.000000	3.022645	HEAD_DGCA23_L;HEAD_SUB_L
2025-12-14T23:13:05Z	HC	ENC_ERP_ALLRS	15	230	69.000000	113.000000	54.000000	2.962072	HEAD_DGCA23_R;HEAD_SUB_R
